batch_id,timestamp,machine_id,product_line,temperature,pressure,cycle_time,vibration,quality_measurement,defect_rate,temperature_tolerance,pressure_tolerance,cycle_time_tolerance,vibration_tolerance,operator_shift,operator_id,raw_material_batch,ambient_temperature,energy_consumption,maintenance_days,production_speed,actual_status,final_outcome,temperature_tolerance_distance,temperature_limit_utilization_pct,pressure_tolerance_distance,pressure_limit_utilization_pct,cycle_time_tolerance_distance,cycle_time_limit_utilization_pct,vibration_tolerance_distance,vibration_limit_utilization_pct,temperature_rolling_mean,temperature_rolling_std,temperature_rolling_z,temperature_drift_flag,pressure_rolling_mean,pressure_rolling_std,pressure_rolling_z,pressure_drift_flag,cycle_time_rolling_mean,cycle_time_rolling_std,cycle_time_rolling_z,cycle_time_drift_flag,vibration_rolling_mean,vibration_rolling_std,vibration_rolling_z,vibration_drift_flag
8141,2026-03-26 19:00:00,M-05,Line-A,68.761,101.327,41.621,2.473,48.997,0.754,78.0,108.0,49.0,3.3,Shift-C,OP-019,RM-0026,21.65,77.96,49.0,98.49,Stable,Accepted,9.239000000000004,88.1551282051282,6.673000000000002,93.8212962962963,7.378999999999998,84.94081632653062,0.827,74.93939393939394,70.27548,1.521139433670508,-0.9956220754500903,False,100.3758,1.4710485772627226,0.646613588906738,False,42.108360000000005,1.0333545648356792,-0.4716290192974576,False,2.11324,0.2686931769385512,1.3389249555907978,False
8142,2026-03-26 19:15:00,M-03,Line-B,70.6,97.824,43.553,1.662,47.685,0.535,78.0,108.0,49.0,3.3,Shift-C,OP-020,RM-0143,22.89,81.97,44.0,99.39,Warning,Accepted,7.400000000000006,90.5128205128205,10.176000000000002,90.57777777777778,5.447000000000003,88.88367346938774,1.638,50.36363636363637,70.21656,1.4764852714021448,0.25969781577018997,False,100.22015999999999,1.528183090034214,-1.5679796587373231,False,42.10596,1.0297778676329832,1.405196252009297,False,2.08376,0.276355489662618,-1.5261502513117995,False
8143,2026-03-26 19:30:00,M-03,Line-B,67.453,97.375,42.536,2.205,48.858,0.502,78.0,108.0,49.0,3.3,Shift-C,OP-013,RM-0103,22.57,74.71,99.0,98.79,Stable,Accepted,10.546999999999997,86.47820512820513,10.625,90.16203703703704,6.463999999999999,86.80816326530612,1.0949999999999998,66.81818181818183,70.10572,1.5765241440166797,-1.6826383598803523,False,100.05364,1.6035540703906255,-1.6704394628535884,False,42.126639999999995,1.0331444671487537,0.39622725864248987,False,2.09296,0.27641235500606437,0.4053364401802583,False
8144,2026-03-26 19:45:00,M-04,Line-A,71.492,100.517,43.637,2.146,49.547,1.227,78.0,108.0,49.0,3.3,Shift-C,OP-030,RM-0149,22.23,91.88,74.0,96.87,Stable,Accepted,6.507999999999996,91.65641025641025,7.483000000000004,93.0712962962963,5.3629999999999995,89.05510204081632,1.154,65.03030303030303,70.15432,1.6005684854661792,0.8357530540846525,False,100.01824,1.5821735387328109,0.3152372276428383,False,42.23004,1.050324294365074,1.339548182926219,False,2.0904000000000003,0.27557833127200926,0.20175751752092488,False
8145,2026-03-26 20:00:00,M-04,Line-D,73.533,104.207,43.082,2.457,50.14,2.089,78.0,108.0,49.0,3.3,Shift-C,OP-008,RM-0001,22.46,92.74,119.0,99.48,Warning,Accepted,4.466999999999999,94.27307692307693,3.7930000000000064,96.48796296296295,5.917999999999999,87.92244897959183,0.843,74.45454545454545,70.39972,1.6303925529354457,1.921794842817869,False,100.19568,1.7885750082117948,2.2427463100977176,False,42.2196,1.0400476351271046,0.8291927897077587,False,2.1156400000000004,0.2792253987969783,1.22252489018092,False
8146,2026-03-26 20:15:00,M-03,Line-A,68.476,98.102,41.553,2.049,49.087,0.838,78.0,108.0,49.0,3.3,Shift-C,OP-006,RM-0094,22.64,86.12,13.0,101.01,Stable,Accepted,9.524000000000001,87.78974358974358,9.897999999999996,90.83518518518518,7.447000000000003,84.80204081632652,1.251,62.09090909090909,70.17032,1.4670769043694187,-1.154895148954894,False,100.1778,1.807852800976839,-1.1482129512305326,False,42.226679999999995,1.0346541177289577,-0.6511161444741647,False,2.1004400000000003,0.2716979143583276,-0.1893279163422615,False
8147,2026-03-26 20:30:00,M-06,Line-B,70.569,100.052,43.292,2.274,51.044,0.989,78.0,108.0,49.0,3.3,Shift-C,OP-011,RM-0120,23.68,91.14,40.0,98.4,Stable,Accepted,7.430999999999997,90.47307692307692,7.947999999999993,92.64074074074074,5.707999999999998,88.35102040816327,1.0259999999999998,68.9090909090909,70.15268,1.4591900641568822,0.28530896024195995,False,100.16015999999999,1.8068003182421084,-0.05986273021316269,False,42.28484,1.0526056827385695,0.95682553924625,False,2.10932,0.27366946608393306,0.6017478031308529,False
8148,2026-03-26 20:45:00,M-02,Line-C,70.927,98.141,41.242,2.192,50.214,0.614,78.0,108.0,49.0,3.3,Shift-C,OP-006,RM-0102,24.24,79.47,115.0,100.05,Stable,Accepted,7.072999999999993,90.93205128205129,9.858999999999995,90.8712962962963,7.758000000000003,84.1673469387755,1.1079999999999997,66.42424242424244,70.1528,1.4592562603374934,0.530544237528885,False,100.06656,1.8495911953725566,-1.0410732949083548,False,42.22296,1.0671047074522815,-0.9192724885846026,False,2.09444,0.2575563174660354,0.37879094156898546,False
8149,2026-03-26 21:00:00,M-01,Line-C,74.394,100.934,43.993,2.214,46.708,2.577,78.0,108.0,49.0,3.3,Shift-C,OP-010,RM-0144,22.23,98.95,106.0,96.97,Warning,Accepted,3.6059999999999945,95.37692307692308,7.0660000000000025,93.4574074074074,5.006999999999998,89.78163265306122,1.0859999999999999,67.0909090909091,70.40912,1.6170516977926293,2.4642873233054945,False,100.14012000000001,1.8459070561650066,0.4300758249710173,False,42.38168,1.0206474954656306,1.5787233174612332,False,2.11004,0.25224979022125066,0.4121311653374044,False
8150,2026-03-26 21:15:00,M-01,Line-A,73.962,98.462,40.926,2.296,45.781,2.228,78.0,108.0,49.0,3.3,Shift-C,OP-024,RM-0045,21.82,88.52,40.0,102.1,Warning,Accepted,4.037999999999997,94.82307692307693,9.537999999999997,91.16851851851852,8.073999999999998,83.52244897959184,1.004,69.57575757575756,70.54536,1.7665160835197486,1.9341120252878834,False,100.08736,1.8752164070669386,-0.8667586278973832,False,42.29796,1.0515645676800855,-1.3046845074161806,False,2.12672,0.2501137274654566,0.6768121114958755,False
8151,2026-03-26 21:30:00,M-05,Line-C,70.3,98.48,40.882,2.128,49.575,0.698,78.0,108.0,49.0,3.3,Shift-C,OP-003,RM-0004,22.3,79.76,6.0,101.15,Stable,Accepted,7.700000000000003,90.12820512820512,9.519999999999996,91.18518518518519,8.118000000000002,83.43265306122449,1.1719999999999997,64.48484848484848,70.51396,1.7634984046871063,-0.12132701647550546,False,99.98620000000001,1.891569344045555,-0.7962700414559757,False,42.21208000000001,1.0767437763925758,-1.2352799516113186,False,2.1212400000000002,0.2484530941646695,0.02720835505280321,False
8152,2026-03-26 21:45:00,M-03,Line-C,69.121,101.121,39.308,2.101,49.127,0.922,78.0,108.0,49.0,3.3,Shift-C,OP-002,RM-0117,22.11,77.06,84.0,105.33,Stable,Accepted,8.879000000000005,88.61666666666666,6.879000000000005,93.63055555555555,9.692,80.2204081632653,1.1989999999999998,63.66666666666667,70.48588,1.7804662151621928,-0.7665857337684246,False,99.98124,1.8882907676872556,0.60359348226648,False,42.03656,1.1776836756956528,-2.3168870014167875,False,2.1395600000000004,0.22774255933692142,-0.16931398379059606,False
8153,2026-03-26 22:00:00,M-03,Line-D,70.393,98.274,44.03,2.353,51.938,1.383,78.0,108.0,49.0,3.3,Shift-C,OP-001,RM-0099,23.27,90.34,69.0,100.7,Stable,Accepted,7.606999999999999,90.2474358974359,9.725999999999999,90.99444444444444,4.969999999999999,89.85714285714286,0.9469999999999996,71.30303030303031,70.53236,1.7614072470614583,-0.079118557183462,False,99.80408,1.8291329667357172,-0.8365056165001438,False,42.06376,1.2164962419451648,1.616314076610711,False,2.1604,0.22219604706954366,0.8668020990477815,False
8154,2026-03-26 22:15:00,M-04,Line-B,72.627,101.764,44.374,1.937,47.561,1.396,78.0,108.0,49.0,3.3,Shift-C,OP-020,RM-0130,22.29,85.39,80.0,101.32,Warning,Accepted,5.373000000000005,93.11153846153846,6.236000000000004,94.22592592592592,4.625999999999998,90.55918367346939,1.3629999999999998,58.6969696969697,70.61124000000001,1.8105967773086817,1.113312486392616,False,99.86892,1.869923927151264,1.0134529926503764,False,42.1792,1.2940450790705822,1.6960769261426076,False,2.1402,0.21845232126636807,-0.9301800906579966,False
8155,2026-03-26 22:30:00,M-03,Line-A,67.707,100.065,42.004,1.969,50.601,0.986,78.0,108.0,49.0,3.3,Shift-C,OP-025,RM-0029,21.77,77.95,31.0,98.88,Stable,Accepted,10.293000000000006,86.80384615384614,7.935000000000002,92.65277777777777,6.996000000000002,85.72244897959183,1.3309999999999997,59.66666666666667,70.55932,1.8760049244784185,-1.5204224481409772,False,99.96647999999999,1.8107155611340249,0.0544094291310481,False,42.22872,1.2609771184813348,-0.17821100534373516,False,2.14044,0.2182527357598628,-0.7855113449236684,False
8156,2026-03-26 22:45:00,M-04,Line-C,68.123,101.431,42.835,1.928,49.109,0.979,78.0,108.0,49.0,3.3,Shift-C,OP-029,RM-0140,23.04,81.6,3.0,96.83,Stable,Accepted,9.876999999999995,87.3371794871795,6.569000000000003,93.9175925925926,6.164999999999999,87.41836734693878,1.3719999999999999,58.42424242424242,70.50964,1.924762103915001,-1.239966224992445,False,99.91308,1.7431389053465736,0.8707969257895765,False,42.277879999999996,1.259644404848788,0.4422835507032505,False,2.14,0.21868641933142038,-0.9694246247578506,False
8157,2026-03-26 23:00:00,M-01,Line-A,68.747,98.158,40.021,2.002,50.378,0.506,78.0,108.0,49.0,3.3,Shift-C,OP-021,RM-0053,22.38,80.3,10.0,97.58,Stable,Accepted,9.253,88.13717948717948,9.841999999999999,90.88703703703703,8.979,81.67551020408163,1.298,60.66666666666667,70.40088,1.945181832117679,-0.8502444206973988,False,99.84408000000002,1.7781682269495145,-0.9482117464737992,False,42.17360000000001,1.3351023993187883,-1.6123107868717275,False,2.1146800000000003,0.194268010748034,-0.5800234406381334,False
8158,2026-03-26 23:15:00,M-01,Line-C,71.419,100.322,42.11,2.387,49.965,1.237,78.0,108.0,49.0,3.3,Shift-C,OP-021,RM-0035,21.84,87.55,35.0,98.8,Stable,Accepted,6.581000000000003,91.56282051282051,7.677999999999997,92.89074074074074,6.890000000000001,85.93877551020408,0.9129999999999998,72.33333333333334,70.41108,1.9500127332919353,0.5168786761194464,False,99.83792,1.7761534965573142,0.27254401206781353,False,42.14524,1.3283347745705645,-0.026529456786520102,False,2.1231999999999998,0.20151364718052747,1.3090924792983034,False
8159,2026-03-26 23:30:00,M-06,Line-C,71.701,99.974,41.853,2.047,48.298,0.97,78.0,108.0,49.0,3.3,Shift-C,OP-020,RM-0038,22.79,88.18,114.0,101.54,Stable,Accepted,6.299000000000007,91.92435897435897,8.025999999999996,92.56851851851852,7.1469999999999985,85.41428571428573,1.2529999999999997,62.03030303030304,70.45392,1.966715513235369,0.6340927254641282,False,99.93863999999999,1.7054407025750098,0.020733643771150792,False,42.14992,1.327038335291575,-0.22374636218384844,False,2.12636,0.19958871878606949,-0.3976176633763676,False
8160,2026-03-26 23:45:00,M-03,Line-C,70.672,99.01,43.411,1.96,50.07,0.467,78.0,108.0,49.0,3.3,Shift-C,OP-025,RM-0064,20.78,87.47,2.0,96.34,Stable,Accepted,7.328000000000003,90.60512820512821,8.989999999999995,91.67592592592592,5.588999999999999,88.59387755102041,1.3399999999999999,59.3939393939394,70.55288,1.9098956629444293,0.06236989921028015,False,99.87560000000002,1.7096371203658427,-0.5063062738218894,False,42.29556,1.2526765703884633,0.8904453283213354,False,2.12124,0.2022379539057843,-0.7972786358148974,False
8161,2026-03-27 00:00:00,M-02,Line-D,72.308,102.094,43.344,1.973,49.068,1.318,78.0,108.0,49.0,3.3,Shift-A,OP-023,RM-0146,22.17,92.52,87.0,97.14,Stable,Accepted,5.691999999999993,92.70256410256411,5.906000000000006,94.53148148148148,5.655999999999999,88.45714285714286,1.3269999999999997,59.78787878787879,70.654,1.9340405243946042,0.8552044174553932,False,99.95163999999998,1.7656988909020948,1.2133212582500292,False,42.33992,1.2699594783562584,0.7906394000063756,False,2.1208,0.20256069049381592,-0.729657860267376,False
8162,2026-03-27 00:15:00,M-03,Line-C,69.799,97.227,41.918,2.094,49.458,0.635,78.0,108.0,49.0,3.3,Shift-A,OP-018,RM-0062,23.28,82.02,26.0,100.65,Stable,Accepted,8.200999999999993,89.48589743589744,10.772999999999996,90.025,7.082000000000001,85.5469387755102,1.206,63.45454545454545,70.66059999999999,1.9306933340125643,-0.44626455419997557,False,99.88860000000001,1.8351834604019355,-1.4503182147342766,False,42.30616,1.2694897492038066,-0.30576064142577264,False,2.12276,0.20203305835101537,-0.14235294082432812,False
8163,2026-03-27 00:30:00,M-03,Line-D,69.675,98.321,42.284,1.862,50.605,0.834,78.0,108.0,49.0,3.3,Shift-A,OP-012,RM-0113,22.38,82.72,117.0,104.2,Stable,Accepted,8.325000000000003,89.32692307692307,9.679000000000002,91.03796296296296,6.716000000000001,86.2938775510204,1.4379999999999997,56.42424242424243,70.6808,1.917041557539605,-0.5246625958859676,False,99.78168,1.8459327299045096,-0.7912964412714854,False,42.32232,1.2664065210930053,-0.03025884608279316,False,2.11748,0.20719719270942083,-1.233028288941599,False
8164,2026-03-27 00:45:00,M-02,Line-C,71.294,100.778,42.312,1.982,51.078,0.575,78.0,108.0,49.0,3.3,Shift-A,OP-004,RM-0024,23.41,85.18,91.0,96.18,Stable,Accepted,6.706000000000003,91.4025641025641,7.221999999999994,93.31296296296297,6.688000000000002,86.35102040816327,1.3179999999999998,60.06060606060606,70.65,1.9000023684197231,0.3389469459112418,False,99.69928,1.7471529345383496,0.6174158991325132,False,42.33252,1.265206871095354,-0.016218691558511335,False,2.12308,0.2012479647930171,-0.7010257228941431,False
8165,2026-03-27 01:00:00,M-02,Line-A,73.151,103.541,40.169,2.367,49.791,2.229,78.0,108.0,49.0,3.3,Shift-A,OP-008,RM-0091,22.09,86.35,25.0,99.19,Warning,Accepted,4.849000000000004,93.78333333333333,4.459000000000003,95.8712962962963,8.831000000000003,81.97755102040816,0.9329999999999998,71.72727272727273,70.68816000000001,1.941494305940797,1.2685280572103241,False,99.90004,1.8888516237826003,1.9276050877456605,False,42.251599999999996,1.337213115650172,-1.5574181674006462,False,2.12232,0.20024708071113412,1.221890472166045,False
8166,2026-03-27 01:15:00,M-05,Line-C,70.431,96.041,40.815,2.012,48.714,0.878,78.0,108.0,49.0,3.3,Shift-A,OP-001,RM-0124,23.04,89.57,52.0,101.19,Stable,Accepted,7.569000000000003,90.29615384615384,11.959000000000003,88.92685185185185,8.185000000000002,83.29591836734693,1.2879999999999998,60.969696969696976,70.75496,1.900726099854255,-0.1704401281304236,False,99.68860000000001,2.0141639497980184,-1.8109747224727137,False,42.21936000000001,1.3625269379600606,-1.0307025577803122,False,2.10388,0.1874240557310216,-0.49022522558075565,False
8167,2026-03-27 01:30:00,M-01,Line-C,70.221,100.352,40.959,1.999,49.614,0.857,78.0,108.0,49.0,3.3,Shift-A,OP-011,RM-0105,21.67,86.16,102.0,104.97,Stable,Accepted,7.778999999999996,90.02692307692308,7.647999999999996,92.91851851851852,8.040999999999997,83.58979591836734,1.3009999999999997,60.575757575757585,70.7398,1.9035229181705455,-0.2725472832754815,False,99.78972,1.9798178476817985,0.2840059254230808,False,42.1156,1.355486843659286,-0.8532727598282167,False,2.11736,0.16510927694509336,-0.7168585690031234,False
8168,2026-03-27 01:45:00,M-02,Line-D,71.32,100.476,40.515,2.284,50.897,1.552,78.0,108.0,49.0,3.3,Shift-A,OP-020,RM-0034,22.25,78.94,52.0,97.31,Stable,Accepted,6.680000000000007,91.43589743589743,7.524000000000001,93.03333333333333,8.485,82.68367346938776,1.016,69.21212121212122,70.89448,1.7783069926197856,0.2392837692063053,False,99.91376,1.9184167578151992,0.29307500453671664,False,42.03476,1.3892155544287181,-1.0939698991672773,False,2.12052,0.1675937846898411,0.9754538350127097,False
8169,2026-03-27 02:00:00,M-03,Line-A,72.048,100.863,42.315,2.067,49.887,1.171,78.0,108.0,49.0,3.3,Shift-A,OP-016,RM-0087,21.56,79.22,13.0,98.99,Stable,Accepted,5.951999999999998,92.36923076923077,7.1370000000000005,93.39166666666667,6.685000000000002,86.35714285714286,1.2329999999999997,62.63636363636365,70.91672,1.7895324231021208,0.6321651317381282,False,99.9276,1.9241894180839354,0.48612677692170847,False,41.981880000000004,1.3503013651280418,0.24670048376082765,False,2.1173599999999997,0.1678379377057867,-0.3000513512521741,False
8170,2026-03-27 02:15:00,M-04,Line-B,70.553,99.709,40.623,2.216,49.625,0.613,78.0,108.0,49.0,3.3,Shift-A,OP-003,RM-0136,20.59,91.76,5.0,96.42,Stable,Accepted,7.447000000000003,90.45256410256411,8.290999999999997,92.32314814814815,8.377000000000002,82.90408163265306,1.0839999999999996,67.15151515151516,70.79751999999999,1.705266184500378,-0.1433911035253629,False,99.74768,1.7052047706945197,-0.02268349271873386,False,41.88352,1.3563731394174874,-0.9293312904599002,False,2.10772,0.15385613409935392,0.7037743449999687,False
8171,2026-03-27 02:30:00,M-06,Line-D,69.93,99.927,43.875,2.326,49.646,0.851,78.0,108.0,49.0,3.3,Shift-A,OP-001,RM-0093,21.83,85.5,75.0,97.69,Stable,Accepted,8.069999999999993,89.65384615384616,8.072999999999993,92.525,5.125,89.54081632653062,0.9739999999999998,70.4848484848485,70.85568,1.6465741890362688,-0.5621854187704688,False,99.82068,1.6705292005826846,0.06364450257015931,False,41.976400000000005,1.4111909273139887,1.3453884681739865,False,2.1188,0.15932801595031823,1.3004618099594583,False
8172,2026-03-27 02:45:00,M-06,Line-A,69.894,98.683,40.516,1.943,50.197,1.042,78.0,108.0,49.0,3.3,Shift-A,OP-009,RM-0035,21.96,88.31,117.0,95.48,Stable,Accepted,8.105999999999995,89.6076923076923,9.316999999999993,91.37314814814815,8.484000000000002,82.68571428571428,1.3569999999999998,58.87878787878789,70.82868,1.656972332297815,-0.5640890808984287,False,99.76592000000001,1.6850057843617925,-0.6426802863529426,False,41.86536,1.4125737998419425,-0.9552492054935385,False,2.10556,0.15964624434458752,-1.0182513260325958,False
8173,2026-03-27 03:00:00,M-02,Line-C,71.899,100.049,41.136,2.438,48.53,1.205,78.0,108.0,49.0,3.3,Shift-A,OP-001,RM-0143,21.89,83.66,28.0,102.19,Stable,Accepted,6.100999999999999,92.17820512820512,7.950999999999993,92.63796296296297,7.863999999999997,83.95102040816327,0.8619999999999997,73.87878787878789,70.86756,1.6707221761862265,0.6173617700786622,False,99.84224,1.6512119104865912,0.12521712003583668,False,41.86112,1.4146803620134718,-0.5125680821411527,False,2.1154,0.17227763445477068,1.8725587974374849,False
8174,2026-03-27 03:15:00,M-04,Line-B,69.967,102.136,43.208,1.86,48.13,0.774,78.0,108.0,49.0,3.3,Shift-A,OP-027,RM-0119,23.4,76.83,50.0,95.31,Stable,Accepted,8.033000000000001,89.70128205128205,5.864000000000004,94.57037037037037,5.792000000000002,88.17959183673469,1.4399999999999997,56.363636363636374,70.69048,1.5080726971868874,-0.47973814614477966,False,99.89031999999999,1.7010734532443998,1.3201546327801998,False,41.829719999999995,1.3735024729985785,1.0034783534033216,False,2.1012399999999998,0.1782793407361936,-1.3531573484836432,False
8175,2026-03-27 03:30:00,M-01,Line-A,71.255,100.731,44.009,2.611,47.959,1.54,78.0,108.0,49.0,3.3,Shift-A,OP-003,RM-0065,24.19,87.01,31.0,97.61,Warning,Accepted,6.7450000000000045,91.35256410256409,7.2690000000000055,93.26944444444443,4.991,89.81428571428572,0.6889999999999996,79.12121212121214,70.5822,1.3525519706591407,0.49743005414580765,False,99.98108,1.682115877894937,0.44581946455345683,False,41.95304,1.4263673696959343,1.4413958449135569,False,2.1138399999999997,0.20215086775310073,2.459351302944752,False
8176,2026-03-27 03:45:00,M-04,Line-A,68.999,100.513,41.043,2.12,49.601,0.606,78.0,108.0,49.0,3.3,Shift-A,OP-030,RM-0094,22.37,85.85,39.0,104.05,Stable,Accepted,9.001000000000005,88.4602564102564,7.486999999999995,93.06759259259259,7.957000000000001,83.76122448979592,1.1799999999999997,64.24242424242425,70.53016,1.388414943980109,-1.1028115237730658,False,100.0624,1.6554544441531267,0.27219112044518984,False,41.959480000000006,1.4216859451604058,-0.6446430754413927,False,2.11352,0.20213385004331075,0.032057965544176836,False
8177,2026-03-27 04:00:00,M-01,Line-D,69.996,101.609,41.898,1.971,49.201,0.853,78.0,108.0,49.0,3.3,Shift-A,OP-011,RM-0009,22.69,87.39,20.0,98.75,Stable,Accepted,8.004000000000005,89.73846153846154,6.391000000000005,94.0824074074074,7.101999999999997,85.5061224489796,1.3289999999999997,59.72727272727273,70.56515999999999,1.3621930137345692,-0.41782625095073384,False,100.08192,1.6712584809058384,0.9137305913160158,False,42.06308,1.3104339586564608,-0.12597353640716583,False,2.10832,0.20413164053292923,-0.672703161751391,False
8178,2026-03-27 04:15:00,M-01,Line-A,70.278,104.378,42.825,2.337,51.038,1.438,78.0,108.0,49.0,3.3,Shift-A,OP-023,RM-0034,22.03,79.67,52.0,99.05,Warning,Accepted,7.721999999999994,90.10000000000001,3.622,96.6462962962963,6.174999999999997,87.39795918367348,0.9629999999999996,70.81818181818183,70.56056000000001,1.3629925433889716,-0.2073085442547183,False,100.32608,1.8340744014352144,2.2092451630256957,False,42.014880000000005,1.2561077222913681,0.6449446855737755,False,2.10768,0.20335615718896993,1.1276766987040525,False
8179,2026-03-27 04:30:00,M-05,Line-C,72.363,97.873,41.485,2.054,49.584,1.193,78.0,108.0,49.0,3.3,Shift-A,OP-011,RM-0128,22.45,81.52,44.0,98.53,Stable,Accepted,5.6370000000000005,92.77307692307693,10.126999999999995,90.62314814814815,7.515000000000001,84.66326530612245,1.246,62.24242424242424,70.55,1.3472471314996164,1.3457070774995512,False,100.17044,1.8716780145099152,-1.2274760841284775,False,41.899319999999996,1.1591813102357738,-0.35742467234545483,False,2.11236,0.20059201546089758,-0.2909387986650764,False
8180,2026-03-27 04:45:00,M-02,Line-C,72.119,101.747,41.9,1.882,49.671,1.779,78.0,108.0,49.0,3.3,Shift-A,OP-024,RM-0132,22.54,89.45,52.0,99.02,Stable,Accepted,5.881,92.46025641025642,6.253,94.21018518518518,7.100000000000001,85.51020408163265,1.418,57.03030303030303,70.72648,1.2443585737240308,1.1190665049484623,False,100.23772000000001,1.8977788007738192,0.7952876275067362,False,41.89516,1.1589765844628854,0.0041760981756543015,False,2.10888,0.20390997196474978,-1.1126478897227317,False
8181,2026-03-27 05:00:00,M-03,Line-C,69.562,99.593,41.661,1.837,49.7,0.95,78.0,108.0,49.0,3.3,Shift-A,OP-002,RM-0075,22.37,87.49,86.0,99.29,Stable,Accepted,8.438000000000002,89.18205128205128,8.406999999999996,92.21574074074074,7.338999999999999,85.02244897959184,1.4629999999999999,55.666666666666664,70.78403999999999,1.148501831373001,-1.0640296485544816,False,100.1642,1.8851852473076587,-0.3029940961058092,False,41.8482,1.1429829759594943,-0.1637819669561126,False,2.1052400000000002,0.2080437213664436,-1.289344365877441,False
8182,2026-03-27 05:15:00,M-01,Line-B,69.635,101.954,42.275,1.767,51.191,0.751,78.0,108.0,49.0,3.3,Shift-A,OP-010,RM-0098,22.26,80.98,114.0,103.24,Stable,Accepted,8.364999999999995,89.27564102564102,6.0460000000000065,94.40185185185184,6.725000000000001,86.27551020408163,1.533,53.54545454545454,70.81956,1.0953799599532181,-1.081414708418238,False,100.31603999999999,1.869673801317562,0.876067257746102,False,41.93836,1.0800100261880077,0.31170081002691863,False,2.09584,0.21797470801295252,-1.508615393949557,False
8183,2026-03-27 05:30:00,M-05,Line-A,68.918,98.309,41.403,1.703,49.672,0.742,78.0,108.0,49.0,3.3,Shift-A,OP-007,RM-0068,23.04,84.55,109.0,100.76,Stable,Accepted,9.081999999999994,88.35641025641027,9.691000000000003,91.02685185185186,7.597000000000001,84.49591836734693,1.5969999999999998,51.60606060606061,70.71952,1.1511403085638634,-1.5649873317767249,False,100.23552000000001,1.9122675266115823,-1.007453179636263,False,41.91008,1.08457510574415,-0.46753793012064726,False,2.0684799999999997,0.22278037017056138,-1.6405395130647593,False
8184,2026-03-27 05:45:00,M-05,Line-D,80.07112646141488,101.109,44.485,2.127,51.125,1.127,78.0,108.0,49.0,3.3,Shift-A,OP-013,RM-0047,21.25,79.49,24.0,97.23,Stable,Accepted,-2.0711264614148774,102.65529033514728,6.891000000000005,93.61944444444444,4.515000000000001,90.78571428571428,1.173,64.45454545454545,71.0543250584566,2.193644759864854,4.110420049741228,True,100.28092000000001,1.9192604461093583,0.43145785746725185,False,42.01536,1.2003668494811672,2.057404368562367,False,2.07168,0.22303339062421193,0.2480346097289443,False
8185,2026-03-27 06:00:00,M-04,Line-A,73.324,100.812,40.187,2.475,48.773,1.758,78.0,108.0,49.0,3.3,Shift-A,OP-017,RM-0057,22.42,86.92,97.0,100.05,Stable,Accepted,4.676000000000002,94.0051282051282,7.188000000000002,93.34444444444443,8.813000000000002,82.0142857142857,0.8249999999999997,75.00000000000001,71.16040505845659,2.2380589032828335,0.9667283280032533,False,100.353,1.903312638533137,0.24115848899829176,False,41.8864,1.2172451136343014,-1.3961033656780464,False,2.09228,0.23571160344793943,1.6236790824111025,False
8186,2026-03-27 06:15:00,M-06,Line-B,69.504,99.886,40.75,1.914,50.009,1.131,78.0,108.0,49.0,3.3,Shift-A,OP-014,RM-0126,23.26,80.25,113.0,105.29,Stable,Accepted,8.495999999999995,89.1076923076923,8.114000000000004,92.48703703703704,8.25,83.16326530612244,1.386,57.99999999999999,71.0482450584566,2.2483882249045983,-0.6868231390609245,False,100.26468000000001,1.8700977407611283,-0.2024920899834329,False,41.78264,1.198229766502725,-0.8618046629019812,False,2.08992,0.23724599048244985,-0.7415088433834413,False
8187,2026-03-27 06:30:00,M-03,Line-D,72.472,99.79,41.608,2.582,48.176,2.082,78.0,108.0,49.0,3.3,Shift-A,OP-003,RM-0053,22.06,90.78,104.0,102.42,Warning,Accepted,5.528000000000006,92.9128205128205,8.209999999999994,92.39814814814815,7.392000000000003,84.91428571428571,0.718,78.24242424242425,71.15516505845659,2.2500616509594535,0.5852439380858256,False,100.3672,1.763866916748537,-0.327235572320833,False,41.77024,1.1983746381383271,-0.1353833724752751,False,2.10944,0.25686054582204404,1.8397531566696688,False
8188,2026-03-27 06:45:00,M-02,Line-B,70.902,101.086,44.233,1.889,50.671,1.2,78.0,108.0,49.0,3.3,Shift-A,OP-022,RM-0130,22.06,88.09,2.0,98.51,Stable,Accepted,7.097999999999999,90.9,6.9140000000000015,93.59814814814814,4.767000000000003,90.27142857142857,1.4109999999999998,57.24242424242425,71.20424505845659,2.229720098104505,-0.13555291478671766,False,100.4778,1.7162624847810368,0.35437469815556305,False,41.8482,1.2928607813681596,1.8445914938159875,False,2.1105199999999997,0.2558315070510245,-0.8658824026542536,False
8189,2026-03-27 07:00:00,M-01,Line-A,70.248,98.378,43.899,2.368,48.455,1.124,78.0,108.0,49.0,3.3,Shift-A,OP-005,RM-0011,22.35,84.16,3.0,96.69,Stable,Accepted,7.751999999999995,90.06153846153848,9.622,91.09074074074074,5.100999999999999,89.58979591836736,0.9319999999999999,71.75757575757575,71.1624050584566,2.2377651165437333,-0.4086242348209042,False,100.3818,1.765195999504495,-1.135171392050787,False,41.911680000000004,1.3540935381279737,1.4676386409372095,False,2.12596,0.2593752879516438,0.9331652290835207,False
