batch_id,timestamp,machine_id,product_line,temperature,pressure,cycle_time,vibration,quality_measurement,defect_rate,temperature_tolerance,pressure_tolerance,cycle_time_tolerance,vibration_tolerance,operator_shift,operator_id,raw_material_batch,ambient_temperature,energy_consumption,maintenance_days,production_speed,actual_status,final_outcome
12634,2026-05-12 14:15:00,M-04,Line-A,74.861,102.13,42.187,2.943,48.32,3.103,78.0,108.0,49.0,3.3,Shift-B,OP-015,RM-0119,25.54,96.59,93,98.24,Warning,Rework
1270,2026-01-14 05:15:00,M-01,Line-A,69.979,101.69,41.634,1.965,51.883,0.59,78.0,108.0,49.0,3.3,Shift-A,OP-029,RM-0132,25.91,88.23,71,104.34,Stable,Accepted
2351,2026-01-25 11:30:00,M-04,Line-A,70.74,101.385,42.644,2.535,49.787,1.11,78.0,108.0,49.0,3.3,Shift-B,OP-007,RM-0005,22.49,86.93,83,100.27,Stable,Accepted
8746,2026-04-02 02:15:00,M-04,Line-B,73.033,101.209,44.555,2.12,47.111,1.956,78.0,108.0,49.0,3.3,Shift-A,OP-011,RM-0150,26.54,91.96,112,96.55,Warning,Accepted
1385,2026-01-15 10:00:00,M-03,Line-B,66.859,100.59,42.212,1.646,49.329,0.81,78.0,108.0,49.0,3.3,Shift-B,OP-011,RM-0025,24.38,83.57,44,100.08,Stable,Accepted
9390,2026-04-08 19:15:00,M-03,Line-C,71.348,98.777,40.587,2.065,,0.83,78.0,108.0,49.0,3.3,Shift-C,OP-011,RM-0101,27.07,83.22,108,98.29,Stable,Accepted
9037,2026-04-05 03:00:00,M-04,Line-B,70.365,104.499,42.202,2.359,49.31,1.507,78.0,108.0,49.0,3.3,Shift-A,OP-017,RM-0101,28.11,81.8,2,102.64,Warning,Accepted
5857,2026-03-03 00:00:00,M-03,Line-A,71.597,99.186,42.483,2.413,49.828,1.554,78.0,108.0,49.0,3.3,Shift-A,OP-012,RM-0111,24.65,79.65,67,96.74,Stable,Accepted
298,2026-01-04 02:15:00,M-03,Line-D,67.626,98.315,42.866,2.033,50.16,0.97,78.0,108.0,49.0,3.3,Shift-A,OP-017,RM-0058,26.9,81.73,49,95.42,Stable,Accepted
8636,2026-03-31 22:45:00,M-05,Line-C,70.267,99.922,40.672,2.087,50.292,1.147,78.0,108.0,49.0,3.3,Shift-C,OP-010,RM-0006,24.87,84.01,98,99.59,Stable,Accepted
13210,2026-05-18 14:15:00,M-05,Line-C,73.362,101.832,42.279,2.998,47.985,2.493,78.0,108.0,49.0,3.3,Shift-B,OP-011,RM-0056,22.75,88.4,96,102.26,Warning,Accepted
11612,2026-05-01 22:45:00,M-05,Line-B,74.368,100.254,43.452,2.714,47.582,2.906,78.0,108.0,49.0,3.3,Shift-C,OP-006,RM-0070,25.06,89.52,18,97.72,Warning,Rework
9847,2026-04-13 13:30:00,M-04,Line-C,72.746,100.372,40.17,2.254,48.565,1.678,78.0,108.0,49.0,3.3,Shift-B,OP-021,RM-0086,26.92,86.08,80,101.53,Stable,Accepted
2078,2026-01-22 15:15:00,M-03,Line-C,68.522,101.426,39.939,1.969,48.561,0.922,78.0,108.0,49.0,3.3,Shift-B,OP-030,RM-0147,21.39,80.95,41,96.73,Stable,Accepted
9388,2026-04-08 18:45:00,M-06,Line-D,69.637,101.513,40.94,2.149,50.522,0.674,78.0,108.0,49.0,3.3,Shift-C,OP-006,RM-0106,28.31,82.43,58,97.69,Stable,Accepted
11973,2026-05-05 17:00:00,M-04,Line-B,71.966,101.601,42.925,2.733,48.896,1.789,78.0,108.0,49.0,3.3,Shift-C,OP-006,RM-0031,27.47,86.74,49,95.92,Warning,Accepted
2230,2026-01-24 05:15:00,M-06,Line-D,72.306,102.546,41.43,2.021,48.891,1.487,78.0,108.0,49.0,3.3,Shift-A,OP-027,RM-0143,21.53,88.78,40,99.5,Stable,Accepted
2843,2026-01-30 14:30:00,M-05,Line-A,67.799,99.813,43.347,1.602,51.005,1.317,78.0,108.0,49.0,3.3,Shift-B,OP-029,RM-0028,24.87,85.81,86,97.23,Stable,Accepted
2538,2026-01-27 10:15:00,M-03,Line-C,71.402,98.406,41.17,2.17,48.971,0.646,78.0,108.0,49.0,3.3,Shift-B,OP-001,RM-0106,22.06,85.3,93,98.21,Stable,Accepted
195,2026-01-03 00:30:00,M-06,Line-A,67.654,98.759,41.416,2.063,50.298,0.996,78.0,108.0,49.0,3.3,Shift-A,OP-006,RM-0134,25.29,87.43,78,104.05,Stable,Accepted
12442,2026-05-10 14:15:00,M-03,LINE-B,77.034,98.905,42.946,3.253,44.084,3.978,78.0,108.0,49.0,3.3,Shift-B,OP-028,RM-0121,26.64,92.89,10,98.91,Critical,Rejected
7363,2026-03-18 16:30:00,M-01,Line-B,68.508,99.985,41.601,2.199,48.867,0.766,78.0,108.0,49.0,3.3,Shift-C,OP-030,RM-0074,23.89,86.65,92,98.47,Stable,Accepted
6637,2026-03-11 03:00:00,M-01,Line-C,69.083,102.368,42.353,1.609,49.747,0.956,78.0,108.0,49.0,3.3,Shift-A,OP-006,RM-0034,26.81,84.76,70,95.07,Stable,Accepted
7499,2026-03-20 02:30:00,M-04,Line-B,69.873,105.644,41.189,2.252,47.654,1.384,78.0,108.0,49.0,3.3,Shift-A,OP-001,RM-0105,22.81,82.29,82,100.53,Warning,Accepted
10867,2026-04-24 04:30:00,M-02,Line-D,73.038,103.042,44.549,2.838,45.49,2.606,78.0,108.0,49.0,3.3,Shift-A,OP-022,RM-0036,22.36,90.42,38,99.94,Warning,Accepted
4043,2026-02-12 02:30:00,M-05,Line-B,68.151,,39.812,1.676,50.857,0.935,78.0,108.0,49.0,3.3,Shift-A,OP-012,RM-0091,25.29,80.08,90,98.06,Stable,Accepted
6554,2026-03-10 06:15:00,M-03,Line-D,68.974,97.343,44.714,1.721,49.369,1.067,78.0,108.0,49.0,3.3,Shift-A,OP-012,RM-0019,27.76,82.81,86,96.23,Stable,Accepted
5506,2026-02-27 08:15:00,M-06,Line-C,71.461,101.583,41.017,1.999,49.959,0.658,78.0,108.0,49.0,3.3,Shift-B,OP-011,RM-0091,23.63,85.51,39,95.66,Stable,Accepted
6855,2026-03-13 09:30:00,M-06,Line-D,69.697,99.427,42.803,2.031,48.836,0.596,78.0,108.0,49.0,3.3,Shift-B,OP-015,RM-0106,27.84,89.49,58,99.33,Stable,Accepted
6762,2026-03-12 10:15:00,M-02,Line-C,71.725,100.373,41.692,2.24,50.393,1.033,78.0,108.0,49.0,3.3,Shift-B,OP-014,RM-0068,28.37,88.2,4,99.62,Stable,Accepted
5301,2026-02-25 05:00:00,M-01,Line-D,70.062,95.083,41.774,2.165,50.278,0.838,78.0,108.0,49.0,3.3,Shift-A,OP-023,RM-0083,22.35,79.67,120,99.28,Stable,Accepted
13476,2026-05-21 08:45:00,M-04,Line-C,74.537,102.28,43.014,2.822,46.406,3.079,78.0,108.0,49.0,3.3,Shift-B,OP-007,RM-0040,22.12,91.98,27,100.03,Warning,Rework
321,2026-01-04 08:00:00,M-02,Line-C,69.836,98.769,39.214,2.076,50.627,1.088,78.0,108.0,49.0,3.3,Shift-B,OP-002,RM-0029,27.78,87.43,37,102.09,Stable,Accepted
7136,2026-03-16 07:45:00,M-03,Line-C,69.863,99.393,41.814,2.099,49.9,1.05,78.0,108.0,49.0,3.3,Shift-A,OP-019,RM-0059,26.49,81.09,29,98.06,Stable,Accepted
1372,2026-01-15 06:45:00,M-03,Line-D,70.736,102.06,42.279,2.295,51.729,0.98,78.0,108.0,49.0,3.3,Shift-A,OP-012,RM-0038,25.88,84.8,78,99.18,Stable,Accepted
14920,2026-06-05 09:45:00,M-04,Line-A,76.061,107.94,45.423,3.569,42.457,6.226,78.0,108.0,49.0,3.3,Shift-B,OP-007,RM-0074,28.86,95.25,65,95.48,Critical,Rejected
2655,2026-01-28 15:30:00,M-06,Line-B,69.8,98.938,41.111,2.202,49.786,0.592,78.0,108.0,49.0,3.3,Shift-B,OP-029,RM-0144,23.56,81.18,9,101.48,Stable,Accepted
9100,2026-04-05 18:45:00,M-02,Line-C,71.392,103.735,39.955,2.342,49.134,1.26,78.0,108.0,49.0,3.3,Shift-C,OP-012,RM-0086,27.21,75.24,58,104.22,Stable,Accepted
10485,2026-04-20 05:00:00,M-01,Line-C,73.048,97.821,41.964,2.599,47.5,2.1,78.0,108.0,49.0,3.3,Shift-A,OP-014,RM-0148,22.33,90.23,105,99.19,Warning,Accepted
3399,2026-02-05 09:30:00,M-01,Line-A,69.724,98.829,41.17,1.797,49.217,0.728,78.0,108.0,49.0,3.3,Shift-B,OP-021,RM-0071,28.91,86.65,94,102.67,Stable,Accepted
8533,2026-03-30 21:00:00,M-02,Line-A,70.277,101.977,39.84,1.771,49.749,0.844,78.0,108.0,49.0,3.3,Shift-C,OP-010,RM-0142,22.92,77.95,10,100.37,Stable,Accepted
9605,2026-04-11 01:00:00,M-03,Line-A,70.635,100.799,42.468,2.036,49.13,0.911,78.0,108.0,49.0,3.3,Shift-A,OP-022,RM-0107,25.85,91.23,119,102.29,Stable,Accepted
12079,2026-05-06 19:30:00,M-05,Line-A,71.239,99.402,42.023,2.501,50.045,0.848,78.0,108.0,49.0,3.3,Shift-C,OP-017,RM-0100,28.5,84.47,67,98.68,Stable,Accepted
10580,2026-04-21 04:45:00,M-04,Line-D,72.815,102.455,43.708,2.329,49.0,1.945,78.0,108.0,49.0,3.3,Shift-A,OP-027,RM-0054,22.32,90.63,81,94.93,Stable,Accepted
12602,2026-05-12 06:15:00,M-02,Line-D,74.574,101.978,45.639,3.197,45.804,4.502,78.0,108.0,49.0,3.3,Shift-A,OP-007,RM-0073,26.86,88.41,91,95.32,Critical,Rejected
927,2026-01-10 15:30:00,M-04,Line-C,69.893,103.051,40.665,1.869,49.375,1.18,78.0,108.0,49.0,3.3,Shift-B,OP-027,RM-0084,28.21,81.38,78,98.36,Stable,Accepted
245,2026-01-03 13:00:00,M-04,Line-C,71.468,97.678,42.087,2.152,48.559,0.479,78.0,108.0,49.0,3.3,Shift-B,OP-009,RM-0131,25.08,79.64,83,98.18,Stable,Accepted
7470,2026-03-19 19:15:00,M-02,Line-D,71.413,101.602,41.466,2.153,50.993,0.516,78.0,108.0,49.0,3.3,Shift-C,OP-019,RM-0122,24.94,84.09,102,98.4,Stable,Accepted
8208,2026-03-27 11:45:00,M-02,Line-D,71.161,100.844,43.035,2.345,48.626,0.982,78.0,108.0,49.0,3.3,Shift-B,OP-001,RM-0084,24.27,88.52,114,97.45,Stable,Accepted
144,2026-01-02 11:45:00,M-03,Line-C,68.896,102.818,39.187,1.963,49.707,1.154,78.0,108.0,49.0,3.3,Shift-B,OP-008,RM-0025,25.46,77.46,112,99.06,Stable,Accepted
5984,2026-03-04 07:45:00,M-05,Line-A,68.902,98.593,42.314,2.007,49.036,0.692,78.0,108.0,49.0,3.3,Shift-A,OP-029,RM-0024,25.59,76.86,9,101.13,Stable,Accepted
8152,2026-03-26 21:45:00,M-03,Line-C,69.121,101.121,39.308,2.101,49.127,0.922,78.0,108.0,49.0,3.3,Shift-C,OP-002,RM-0117,22.11,77.06,84,105.33,Stable,Accepted
2364,2026-01-25 14:45:00,M-01,Line-D,69.311,99.187,42.734,1.914,50.562,0.876,78.0,108.0,49.0,3.3,Shift-B,OP-021,RM-0011,21.34,84.95,39,102.46,Stable,Accepted
10983,2026-04-25 09:30:00,M-06,Line-B,71.9,101.05,44.685,2.841,47.442,2.48,78.0,108.0,49.0,3.3,Shift-B,OP-007,RM-0004,22.7,92.96,80,97.42,Warning,Accepted
130,2026-01-02 08:15:00,M-04,Line-D,70.943,103.89,45.047,1.869,49.262,1.863,78.0,108.0,49.0,3.3,Shift-B,OP-023,RM-0036,25.89,91.01,52,101.03,Warning,Accepted
1162,2026-01-13 02:15:00,M-03,Line-B,69.957,101.249,39.786,1.866,52.682,0.649,78.0,108.0,49.0,3.3,Shift-A,OP-011,RM-0008,26.99,86.18,52,99.79,Stable,Accepted
10410,2026-04-19 10:15:00,M-02,Line-D,72.773,100.086,44.338,2.469,46.353,2.56,78.0,108.0,49.0,3.3,Shift-B,OP-027,RM-0005,22.86,87.83,70,97.75,Warning,Accepted
14706,2026-06-03 04:15:00,M-06,Line-C,74.91,100.777,42.735,3.607,44.004,3.511,78.0,108.0,49.0,3.3,Shift-A,OP-024,RM-0095,27.29,86.85,10,98.83,Critical,Rejected
5954,2026-03-04 00:15:00,M-04,Line-B,70.193,98.203,42.017,2.149,51.647,0.717,78.0,108.0,49.0,3.3,Shift-A,OP-022,RM-0111,25.43,87.9,89,99.12,Stable,Accepted
288,2026-01-03 23:45:00,M-04,Line-D,69.229,101.781,41.697,1.82,49.893,0.584,78.0,108.0,49.0,3.3,Shift-C,OP-030,RM-0003,26.44,86.67,12,102.77,Stable,Accepted
9391,2026-04-08 19:30:00,M-03,Line-A,72.067,98.361,42.642,2.847,50.309,1.567,78.0,108.0,49.0,3.3,Shift-C,OP-026,RM-0121,28.01,88.25,50,92.88,Warning,Accepted
5309,2026-02-25 07:00:00,M-01,Line-D,69.321,98.062,41.121,1.74,49.955,0.563,78.0,108.0,49.0,3.3,Shift-A,OP-016,RM-0084,21.78,88.09,92,100.94,Stable,Accepted
8682,2026-04-01 10:15:00,M-01,Line-C,70.261,99.727,42.649,2.196,48.627,0.912,78.0,108.0,49.0,3.3,Shift-B,OP-027,RM-0139,25.3,84.52,71,101.05,Stable,Accepted
1171,2026-01-13 04:30:00,M-04,Line-A,73.19,103.815,41.537,1.967,49.969,2.07,78.0,108.0,49.0,3.3,Shift-A,OP-007,RM-0002,27.62,85.78,60,101.95,Warning,Accepted
13049,2026-05-16 22:00:00,M-01,Line-C,72.724,102.594,43.049,2.749,47.304,2.006,78.0,108.0,49.0,3.3,Shift-C,OP-016,RM-0052,24.09,83.41,72,100.71,Warning,Accepted
9202,2026-04-06 20:15:00,M-04,Line-A,70.398,100.741,41.462,1.927,52.462,0.936,78.0,108.0,49.0,3.3,Shift-C,OP-030,RM-0056,28.36,90.0,59,98.55,Stable,Accepted
6793,2026-03-12 18:00:00,M-06,Line-C,70.404,100.067,41.182,1.677,50.406,0.714,78.0,108.0,49.0,3.3,Shift-C,OP-006,RM-0025,27.15,86.72,41,98.91,Stable,Accepted
10988,2026-04-25 10:45:00,M-02,Line-A,71.5,95.847,41.356,2.823,49.631,1.362,78.0,108.0,49.0,3.3,Shift-B,OP-013,RM-0137,22.26,91.07,42,103.68,Warning,Accepted
1860,2026-01-20 08:45:00,M-05,Line-A,69.664,102.512,41.638,1.8,50.954,1.351,78.0,108.0,49.0,3.3,Shift-B,OP-014,RM-0040,24.39,81.76,114,97.14,Stable,Accepted
10703,2026-04-22 11:30:00,M-03,Line-B,70.361,99.086,42.535,1.754,49.226,0.789,78.0,108.0,49.0,3.3,Shift-B,OP-020,RM-0128,22.0,86.34,10,99.78,Stable,Accepted
9922,2026-04-14 08:15:00,M-01,Line-C,74.552,101.094,43.175,3.057,46.387,3.055,78.0,108.0,49.0,3.3,Shift-B,OP-012,RM-0013,25.01,89.63,105,98.8,Warning,Rework
6782,2026-03-12 15:15:00,M-01,Line-A,69.557,97.63,41.046,2.201,50.783,0.821,78.0,108.0,49.0,3.3,Shift-B,OP-016,RM-0099,28.17,91.74,80,97.96,Stable,Accepted
11949,2026-05-05 11:00:00,M-02,Line-D,71.674,105.729,43.725,2.765,48.678,2.847,78.0,108.0,49.0,3.3,Shift-B,OP-009,RM-0132,25.8,91.73,96,97.21,Warning,Rework
10197,2026-04-17 05:00:00,M-04,Line-B,72.213,99.159,42.811,2.875,48.127,2.047,78.0,108.0,49.0,3.3,Shift-A,OP-003,RM-0103,24.28,80.93,36,99.6,Warning,Accepted
3122,2026-02-02 12:15:00,M-06,Line-B,68.4,98.566,43.521,2.096,48.203,0.688,78.0,108.0,49.0,3.3,Shift-B,OP-006,RM-0069,27.17,84.7,119,96.86,Stable,Accepted
8580,2026-03-31 08:45:00,M-04,Line-A,72.963,103.023,41.154,2.52,48.826,2.241,78.0,108.0,49.0,3.3,Shift-B,OP-028,RM-0036,24.46,86.88,111,99.16,Warning,Accepted
1312,2026-01-14 15:45:00,M-03,Line-D,70.086,98.793,40.175,2.212,51.89,0.334,78.0,108.0,49.0,3.3,Shift-B,OP-029,RM-0060,25.15,87.36,56,99.99,Stable,Accepted
1033,2026-01-11 18:00:00,M-05,Line-A,70.014,97.943,44.108,2.241,50.495,1.371,78.0,108.0,49.0,3.3,Shift-C,OP-015,RM-0044,27.52,78.33,119,96.38,Stable,Accepted
8340,2026-03-28 20:45:00,M-03,Line-C,69.72,102.316,41.716,2.028,48.592,0.937,78.0,108.0,49.0,3.3,Shift-C,OP-030,RM-0061,23.43,93.54,102,98.81,Stable,Accepted
10024,2026-04-15 09:45:00,M-04,Line-B,72.373,99.7,43.227,2.421,48.899,1.367,78.0,108.0,49.0,3.3,Shift-B,OP-017,RM-0113,25.36,90.74,50,98.63,Stable,Accepted
6383,2026-03-08 11:30:00,M-04,Line-B,68.514,102.934,42.402,1.985,49.83,1.006,78.0,108.0,49.0,3.3,Shift-B,OP-010,RM-0108,27.63,82.99,7,99.17,Stable,Accepted
7911,2026-03-24 09:30:00,M-01,Line-D,72.499,99.057,42.09,2.216,49.726,1.271,78.0,108.0,49.0,3.3,Shift-B,OP-003,RM-0040,22.61,81.76,98,97.95,Stable,Accepted
932,2026-01-10 16:45:00,M-05,Line-A,69.024,97.389,41.191,1.909,51.226,0.994,78.0,108.0,49.0,3.3,Shift-C,OP-028,RM-0008,29.34,80.91,3,103.92,Stable,Accepted
692,2026-01-08 04:45:00,M-05,Line-D,66.632,100.522,44.367,2.067,49.543,1.288,78.0,108.0,49.0,3.3,Shift-A,OP-009,RM-0098,28.46,97.2,41,100.39,Stable,Accepted
9920,2026-04-14 07:45:00,M-05,Line-B,70.075,99.782,41.961,1.992,50.466,0.803,78.0,108.0,49.0,3.3,Shift-A,OP-018,RM-0119,25.74,86.69,61,96.84,Stable,Accepted
6365,2026-03-08 07:00:00,M-05,Line-A,68.877,101.531,41.812,1.837,50.949,1.021,78.0,108.0,49.0,3.3,Shift-A,OP-029,RM-0091,27.62,85.68,3,97.71,Stable,Accepted
1910,2026-01-20 21:15:00,M-06,Line-C,71.021,100.44,41.506,1.917,50.478,0.616,78.0,108.0,49.0,3.3,Shift-C,OP-018,RM-0058,21.95,81.48,8,99.61,Stable,Accepted
9022,2026-04-04 23:15:00,M-04,Line-A,74.473,99.681,41.445,2.439,49.307,2.585,78.0,108.0,49.0,3.3,Shift-C,OP-029,RM-0122,26.19,85.59,25,96.38,Warning,Accepted
13388,2026-05-20 10:45:00,M-05,Line-B,74.183,100.88,46.472,3.292,45.147,4.332,78.0,108.0,49.0,3.3,Shift-B,OP-020,RM-0042,23.21,88.83,54,90.89,Critical,Rejected
14189,2026-05-28 19:00:00,M-06,Line-D,72.003,107.652,45.651,3.047,45.059,3.642,78.0,108.0,49.0,3.3,Shift-C,OP-024,RM-0008,24.1,92.33,29,96.14,Critical,Rejected
45,2026-01-01 11:00:00,M-01,Line-C,70.803,100.438,41.266,1.78,50.374,0.959,78.0,108.0,49.0,3.3,Shift-B,OP-021,RM-0004,24.77,83.08,75,98.37,Stable,Accepted
3940,2026-02-11 00:45:00,M-04,Line-D,70.76,103.222,42.856,1.882,50.203,1.08,78.0,108.0,49.0,3.3,Shift-A,OP-016,RM-0127,28.33,83.66,44,100.26,Stable,Accepted
11377,2026-04-29 12:00:00,M-06,Line-A,71.733,99.599,43.529,2.582,50.078,1.653,78.0,108.0,49.0,3.3,Shift-B,OP-021,RM-0052,24.89,87.48,15,100.71,Stable,Accepted
7109,2026-03-16 01:00:00,M-02,Line-C,68.515,98.031,41.25,1.426,51.07,0.471,78.0,108.0,49.0,3.3,Shift-A,OP-007,RM-0021,26.15,85.45,107,103.89,Stable,Accepted
9252,2026-04-07 08:45:00,M-04,Line-B,71.453,99.94,45.063,2.149,48.704,1.22,78.0,108.0,49.0,3.3,Shift-B,OP-010,RM-0105,28.97,86.97,56,100.25,Warning,Accepted
4320,2026-02-14 23:45:00,M-01,Line-B,68.032,102.086,42.704,2.001,51.048,0.969,78.0,108.0,49.0,3.3,Shift-C,OP-028,RM-0112,25.09,87.03,44,100.88,Stable,Accepted
2966,2026-01-31 21:15:00,M-04,Line-D,70.582,100.845,41.971,2.202,49.562,0.658,78.0,108.0,49.0,3.3,Shift-C,OP-007,RM-0147,24.94,88.33,103,100.43,Stable,Accepted
3970,2026-02-11 08:15:00,M-04,Line-C,71.537,100.383,39.504,2.295,47.945,1.728,78.0,108.0,49.0,3.3,Shift-B,OP-006,RM-0112,26.8,83.99,74,103.74,Warning,Accepted
13453,2026-05-21 03:00:00,M-02,Line-D,75.242,104.871,45.582,2.82,44.296,4.488,78.0,108.0,49.0,3.3,Shift-A,OP-015,RM-0040,22.81,90.61,52,96.18,Critical,Rejected
10105,2026-04-16 06:00:00,M-03,Line-A,71.499,101.818,42.567,2.457,49.36,1.154,78.0,108.0,49.0,3.3,Shift-A,,RM-0101,24.1,80.28,71,97.68,Stable,Accepted
14428,2026-05-31 06:45:00,M-04,Line-A,74.453,102.046,44.691,3.269,47.112,3.368,78.0,108.0,49.0,3.3,Shift-A,OP-013,RM-0117,24.29,88.49,7,93.4,Warning,Rework
7479,2026-03-19 21:30:00,M-05,Line-D,66.251,103.392,41.915,1.825,50.641,1.084,78.0,108.0,49.0,3.3,Shift-C,OP-027,RM-0054,24.03,81.45,41,102.61,Stable,Accepted
6309,2026-03-07 17:00:00,M-03,Line-C,70.652,100.16,39.83,2.004,50.749,0.948,78.0,108.0,49.0,3.3,Shift-C,OP-007,RM-0067,28.52,86.19,27,99.37,Stable,Accepted
4160,2026-02-13 07:45:00,M-01,Line-D,72.008,100.132,41.663,2.494,48.949,1.865,78.0,108.0,49.0,3.3,Shift-A,OP-017,RM-0041,26.9,88.15,58,103.28,Stable,Accepted
3093,2026-02-02 05:00:00,M-05,Line-C,69.328,101.237,42.049,1.713,50.428,0.924,78.0,108.0,49.0,3.3,Shift-A,OP-029,RM-0124,27.1,91.94,32,101.03,Stable,Accepted
13514,2026-05-21 18:15:00,M-05,Line-A,74.056,102.268,45.046,3.482,45.002,3.727,78.0,108.0,49.0,3.3,Shift-C,OP-013,RM-0123,22.77,97.2,13,94.12,Critical,Rejected
7955,2026-03-24 20:30:00,M-04,Line-A,70.994,102.688,40.073,2.297,50.054,1.048,78.0,108.0,49.0,3.3,Shift-C,OP-029,RM-0035,22.0,86.34,56,98.66,Stable,Accepted
5556,2026-02-27 20:45:00,M-04,Line-A,69.629,99.708,42.918,2.133,49.297,0.19,78.0,108.0,49.0,3.3,Shift-C,OP-020,RM-0084,24.86,81.88,98,96.22,Stable,Accepted
3983,2026-02-11 11:30:00,M-05,Line-A,67.036,96.691,41.608,1.519,50.008,0.956,78.0,108.0,49.0,3.3,Shift-B,OP-006,RM-0108,26.8,78.87,61,101.14,Stable,Accepted
9941,2026-04-14 13:00:00,M-04,Line-A,73.329,102.828,43.292,2.482,49.111,2.167,78.0,108.0,49.0,3.3,Shift-B,OP-002,RM-0083,27.82,88.42,90,96.86,Warning,Accepted
6941,2026-03-14 07:00:00,M-05,Line-A,70.522,100.746,41.207,1.862,49.108,0.511,78.0,108.0,49.0,3.3,Shift-A,OP-029,RM-0049,26.3,87.84,36,100.77,Stable,Accepted
1405,2026-01-15 15:00:00,M-02,Line-D,72.532,100.647,41.197,2.053,49.256,1.842,78.0,108.0,49.0,3.3,Shift-B,OP-020,RM-0007,26.43,86.3,81,98.87,Stable,Accepted
3196,2026-02-03 06:45:00,M-02,Line-A,70.091,101.987,42.152,1.925,50.546,0.92,78.0,108.0,49.0,3.3,Shift-A,OP-003,RM-0030,27.79,87.95,103,98.13,Stable,Accepted
10874,2026-04-24 06:15:00,M-05,Line-B,70.195,98.419,41.507,2.767,51.288,1.39,78.0,108.0,49.0,3.3,Shift-A,OP-015,RM-0096,20.62,85.24,12,100.25,Warning,Accepted
12943,2026-05-15 19:30:00,M-01,Line-B,75.56,102.312,44.673,3.084,43.182,4.365,78.0,108.0,49.0,3.3,Shift-C,OP-024,RM-0028,24.04,87.5,100,97.59,Critical,Rejected
9758,2026-04-12 15:15:00,M-03,Line-B,69.236,99.282,42.803,2.246,49.826,0.811,78.0,108.0,49.0,3.3,Shift-B,OP-010,RM-0085,27.56,84.98,25,99.27,Stable,Accepted
970,2026-01-11 02:15:00,M-01,Line-B,71.786,100.56,42.11,2.175,48.314,1.479,78.0,108.0,49.0,3.3,Shift-A,OP-011,RM-0009,28.55,88.15,27,99.67,Stable,Accepted
12172,2026-05-07 18:45:00,M-05,Line-B,72.792,100.611,44.614,2.569,46.143,2.709,78.0,108.0,49.0,3.3,Shift-C,OP-019,RM-0054,28.19,85.41,56,96.64,Warning,Rework
6544,2026-03-10 03:45:00,M-04,Line-D,72.577,103.386,41.481,1.857,47.437,1.569,78.0,108.0,49.0,3.3,Shift-A,OP-023,RM-0032,28.77,85.75,32,97.75,Warning,Accepted
9118,2026-04-05 23:15:00,M-01,Line-D,69.133,96.312,44.025,2.067,49.177,1.015,78.0,108.0,49.0,3.3,Shift-C,OP-018,RM-0126,27.55,88.97,92,98.89,Stable,Accepted
2844,2026-01-30 14:45:00,M-03,Line-D,70.773,99.462,42.388,2.324,48.129,1.075,78.0,108.0,49.0,3.3,Shift-B,OP-009,RM-0029,24.76,81.6,51,101.36,Stable,Accepted
2852,2026-01-30 16:45:00,M-03,Line-B,69.677,101.683,43.482,2.101,51.291,1.624,78.0,108.0,49.0,3.3,Shift-C,OP-008,RM-0139,25.83,88.14,42,98.34,Stable,Accepted
12357,2026-05-09 17:00:00,M-06,Line-C,71.6,105.404,40.017,2.859,47.533,2.268,78.0,108.0,49.0,3.3,Shift-C,OP-028,RM-0114,26.65,86.49,52,105.55,Warning,Accepted
12775,2026-05-14 01:30:00,M-01,Line-C,73.53,102.463,43.587,3.273,45.969,3.254,78.0,108.0,49.0,3.3,Shift-A,OP-026,RM-0032,26.0,84.03,20,99.02,Warning,Rework
5957,2026-03-04 01:00:00,M-02,Line-A,72.012,102.028,41.159,1.994,49.37,1.436,78.0,108.0,49.0,3.3,Shift-A,OP-004,RM-0140,26.53,89.43,89,102.04,Stable,Accepted
10621,2026-04-21 15:00:00,M-03,Line-C,69.152,99.317,42.258,2.319,51.838,0.943,78.0,108.0,49.0,3.3,Shift-B,OP-001,RM-0135,21.5,90.12,15,99.53,Stable,Accepted
13306,2026-05-19 14:15:00,M-05,Line-D,74.257,103.117,43.785,3.168,48.399,3.711,78.0,108.0,49.0,3.3,Shift-B,OP-004,RM-0079,22.54,91.01,80,99.41,Critical,Rejected
4472,2026-02-16 13:45:00,M-06,Line-A,70.089,101.38,41.227,1.405,48.923,0.76,78.0,108.0,49.0,3.3,Shift-B,OP-013,RM-0015,22.57,79.44,103,99.09,Stable,Accepted
9775,2026-04-12 19:30:00,M-01,Line-A,71.444,100.318,42.96,2.446,47.195,1.085,78.0,108.0,49.0,3.3,Shift-C,OP-003,RM-0109,27.33,87.64,120,96.81,Warning,Accepted
14287,2026-05-29 19:30:00,M-03,Line-A,73.665,101.44,44.221,3.325,47.348,3.488,78.0,108.0,49.0,3.3,Shift-C,OP-022,RM-0034,24.08,88.49,3,96.15,Critical,Rejected
1790,2026-01-19 15:15:00,M-05,Line-A,70.101,98.516,41.561,2.292,49.405,0.823,78.0,108.0,49.0,3.3,Shift-B,OP-017,RM-0100,24.17,82.37,90,98.75,Stable,Accepted
12415,2026-05-10 07:30:00,M-01,Line-A,73.194,102.727,41.907,3.198,47.791,3.111,78.0,108.0,49.0,3.3,Shift-A,OP-013,RM-0027,26.86,80.14,58,92.02,Warning,Rework
